5|1|1.0000000008
6|2|1.2599210499
7|3|1.4422495703
7|4|1.5874010521
8|5|1.7099759467
8|6|1.8171205928
8|7|1.9129311828
9|8|2.0000000000
9|9|2.0800838231
9|10|2.1544346900
9|11|2.2239800906
9|12|2.2894284851
9|13|2.3513346878
9|14|2.4101422646
10|15|2.4662120743
10|16|2.5198420998
10|17|2.5712815907
10|18|2.6207413942
10|19|2.6684016487
10|20|2.7144176166
10|21|2.7589241764
10|22|2.8020393307
10|23|2.8438669799
10|24|2.8844991407
10|25|2.9240177385
11|26|2.9624960684
11|27|3.0000000000
11|28|3.0365889719
11|29|3.0723168257
11|30|3.1072325060
11|31|3.1413806524
11|32|3.1748021039
11|33|3.2075343300
11|34|3.2396118013
11|35|3.2710663102
11|36|3.3019272489
11|37|3.3322218516
11|38|3.3619754068
11|39|3.3912114430
11|40|3.4199518934
11|41|3.4482172404
11|42|3.4760266449
11|43|3.5033980604
11|44|3.5303483354
11|45|3.5568933047
12|46|3.5830478710
12|47|3.6088260801
12|48|3.6342411857
12|49|3.6593057100
12|50|3.6840314986
12|51|3.7084297693
12|52|3.7325111568
12|53|3.7562857542
12|54|3.7797631497
12|55|3.8029524608
12|56|3.8258623655
12|57|3.8485011313
12|58|3.8708766406
12|59|3.8929964159
12|60|3.9148676412
12|61|3.9364971831
12|62|3.9578916097
12|63|3.9790572079
12|64|4.0000000000
12|65|4.0207257586
12|66|4.0412400206
12|67|4.0615481004
12|68|4.0816551019
12|69|4.1015659297
12|70|4.1212852998
12|71|4.1408177494
12|72|4.1601676461
12|73|4.1793391964
12|74|4.1983364538
12|75|4.2171633265
12|76|4.2358235843
12|77|4.2543208651
12|78|4.2726586817
12|79|4.2908404271
12|80|4.3088693802
12|81|4.3267487110
12|82|4.3444814859
13|83|4.3620706715
13|84|4.3795191399
13|85|4.3968296722
13|86|4.4140049624
13|87|4.4310476217
13|88|4.4479601811
13|89|4.4647450956
13|90|4.4814047466
13|91|4.4979414453
13|92|4.5143574355
13|93|4.5306548961
13|94|4.5468359438
13|95|4.5629026354
13|96|4.5788569702
13|97|4.5947008922
13|98|4.6104362921
13|99|4.6260650092
13|100|4.6415888336
