5|1|1.0000000000
5|2|1.4142135658
6|3|1.7320508076
6|4|2.0000000000
6|5|2.2360679775
6|6|2.4494897428
6|7|2.6457513114
6|8|2.8284271261
7|9|3.0000000000
7|10|3.1622776602
7|11|3.3166247904
7|12|3.4641016151
7|13|3.6055512755
7|14|3.7416573868
7|15|3.8729833462
7|16|4.0000000000
7|17|4.1231056256
7|18|4.2426406871
7|19|4.3588989435
7|20|4.4721359550
7|21|4.5825756950
7|22|4.6904157598
7|23|4.7958315233
7|24|4.8989794856
7|25|5.0000000001
7|26|5.0990195137
7|27|5.1961524229
7|28|5.2915026225
7|29|5.3851648077
7|30|5.4772255759
8|31|5.5677643628
8|32|5.6568542495
8|33|5.7445626465
8|34|5.8309518948
8|35|5.9160797831
8|36|6.0000000000
8|37|6.0827625303
8|38|6.1644140030
8|39|6.2449979984
8|40|6.3245553203
8|41|6.4031242374
8|42|6.4807406984
8|43|6.5574385243
8|44|6.6332495807
8|45|6.7082039325
8|46|6.7823299831
8|47|6.8556546004
8|48|6.9282032303
8|49|7.0000000000
8|50|7.0710678119
8|51|7.1414284285
8|52|7.2111025509
8|53|7.2801098893
8|54|7.3484692283
8|55|7.4161984871
8|56|7.4833147735
8|57|7.5498344353
8|58|7.6157731059
8|59|7.6811457479
8|60|7.7459666924
8|61|7.8102496759
8|62|7.8740078740
8|63|7.9372539332
8|64|8.0000000000
8|65|8.0622577483
8|66|8.1240384046
8|67|8.1853527719
8|68|8.2462112512
8|69|8.3066238629
8|70|8.3666002653
8|71|8.4261497732
8|72|8.4852813742
8|73|8.5440037453
8|74|8.6023252670
8|75|8.6602540378
8|76|8.7177978871
8|77|8.7749643874
8|78|8.8317608663
8|79|8.8881944173
8|80|8.9442719100
8|81|9.0000000000
8|82|9.0553851381
8|83|9.1104335792
8|84|9.1651513899
8|85|9.2195444573
8|86|9.2736184955
8|87|9.3273790531
8|88|9.3808315197
8|89|9.4339811321
8|90|9.4868329805
8|91|9.5393920142
8|92|9.5916630467
8|93|9.6436507611
8|94|9.6953597149
8|95|9.7467943449
8|96|9.7979589712
8|97|9.8488578019
8|98|9.8994949367
8|99|9.9498743712
8|100|10.0000000002
